accession,summary,title,gpl,ftplink,,,,,Cancer Type,,GSE ID,Number_of_Genes_with_Data,Number Observations,Number Outputs,Imbalanced Ratio
GSE72969,"We report that previously described molecular subtypes of colorectal cancer are associated with the response to therapy in patients with metastatic disease. We also identified a patient population with high FOLFIRI sensitivity, as indicated by their 2.7-fold longer overall survival when treated with FOLFIRI, as first-line regimen, instead of FOLFOX. Our results demonstrate the interest of molecular classifications to develop tailored therapies for patients with metastatic colorectal cancer.",Molecular subtypes of metastatic colorectal cancer are predictive of patient response to chemo and targeted therapies (part 2),570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72969/,,,,,Colorectal Cancer,,GSE72969,978,56,4,0.866666667
GSE72970,This SuperSeries is composed of the SubSeries listed below.,Molecular subtypes of metastatic colorectal cancer are predictive of patient response to chemo and targeted therapies,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72970/,,,,,Colorectal Cancer,,GSE72970,978,124,3,0.968253968
GSE73168,This SuperSeries is composed of the SubSeries listed below.,"Gene expression profile of tumor cells from primary tumors, ascites and metastases of high and low grade serous ovarian cancer patients",570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73168/,,,,,Ovarian Cancer,,GSE73168,978,24,1,1
GSE74391,"Purpose: Resistance to endocrine therapy in estrogen receptor-positive (ER+) breast cancer remains a major clinical problem. Recently, the CDK4/6 inhibitor palbociclib combined with letrozole was approved for treatment of ER+ advanced breast cancer, and other CDK4/6 inhibitors are being investigated in combination with different endocrine treatments. However, the role of CDK4/6 in endocrine resistance and their potential as predictive biomarkers of endocrine treatment response remains undefined. Experimental Design: We investigated the specific role of increased CDK6 expression in fulvestrant-resistant cells by gene knockdown and treatment with palbociclib, and evaluated the effect in cell proliferation, apoptosis and kinase activity. Furthermore, we evaluated CDK6 expression in metastatic samples from breast cancer patients treated or not with fulvestrant. Results: We found increased expression of CDK6 in two fulvestrant-resistant cell models vs. sensitive cells. Reduction of CDK6 expression impaired fulvestrant-resistant cell growth and induced apoptosis by reducing p70 ribosomal S6 kinase 2 activity. Treatment with palbociclib re-sensitized fulvestrant-resistant cells to fulvestrant through alteration of retinoblastoma phosphorylation. High CDK6 levels in metastatic samples from breast cancer patients treated with fulvestrant (N=45) correlated significantly with shorter progression-free survival (PFS) (p=0.0006), while no association was observed in patients receiving other endocrine treatments (N=41, p=0.874). Conclusions: Our results indicate that upregulation of CDK6 may be an important mechanism in overcoming fulvestrant-mediated growth inhibition in breast cancer cells. Patients with advanced ER+ breast cancer exhibiting high CDK6 expression in the metastatic lesions show shorter PFS upon fulvestrant treatment and thus may benefit from the addition of CDK4/6 inhibitors in their therapeutic regimens.",High CDK6 protects cells from fulvestrant-mediated apoptosis and is a predictor of resistance to fulvestrant in estrogen receptor-positive metastatic breast cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74391/,,,,,Breast Cancer,,GSE74391,978,26,1,0.3
GSE74530,Oral cancer kills about 1 person every hour each day in the United States and is the 6th most prevalent cancer worldwide. In this study we utilized existing microarray data from a prior oral cancer study to examine the role of chronic pro-inflammatory mediators in oral carcionogenesis by comparing gene expression in oral tumors with adjacent non-tumor oral tissue from the same patient,Expression data from tumors and adjacent normal tissue from clinical oral cancer patients,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74530/,,,,,Oral Cancer,,GSE74530,978,12,1,1
GSE74572,"APE1 regulates a vast majority of genes by acting as a transcriptional co-activator or as a co-repressor. It is overexpressed in diverse cancer tissues and is associated with their drug resistance. It is essential for cell proliferation. APE1 is post-translationally acetylated by HAT p300 at its N-terminal Lys 6 and 7 residues. We examined APE1 and its acetylation-dependent gene expression profile of lung cancer cells which would contribute to sustained proliferation of lung cancer cells. We used microarry based gene expression profile analysis using affymetrix HG-U133-Plus 2 array. For differential expression testing, Linear Models for MicroArray (Limma) was used to fit linear models for analyzing designed experiments and the assessment of overall gene expression and contrast analysis comparing the experimental groups",Effect of APE1 and its acetylation on gene expression profile of lung cancer cells,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74572/,,,,,Lung Cancer ,,GSE74572,978,21,2,0.75
GSE74608,"A high percentage of potential oncology drugs fail in clinical trials, partly because preclinical models used to test them are inadequate. Breast cancer is the leading cause of cancer-related death among women worldwide but we lack appropriate in vivo models for the ER+ subtypes, which represent more than 75% of all cases. We address these issues by xenografting tumor cells to their site of origin, the milk ducts. All ER+ cell lines and patient-derived xenografts grow mimicking their clinical counterparts. Disease progresses with invasion and metastasis, which become amenable to study. The action of hormones, important in breast carcinogenesis, can now be studied in a relevant context. Importantly, these open opportunities for development and evaluation of therapies.",A Preclinical Model for ERα-Positive Breast Cancer Points to the Epithelial Microenvironment as Determinant of Luminal Phenotype and Hormone Response [BT20 & HCC1806],570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74608/,,,,,Breast Cancer,,GSE74608,978,12,1,1
GSE7515,"Tumorigenic breast cancer cells characterized by CD44 expression and low or undetectable CD24 levels (CD44+/CD24-/low) may be resistant to chemotherapy and therefore responsible for cancer relapse. Paired breast cancer core biopsies before and after neoadjuvant chemotherapy or lapatinib were obtained and as single cell suspensions stained using antibodies against CD24, CD44, and lineage markers, and then analyzed by flow cytometry. Mammosphere (MS) formation in culture was compared before and after treatment. Global gene expression differences between cancer cells bearing CD44+/CD24-/low cells and all other sorted cells, and between cancer MS and the primary bulk invasive cancers were analyzed. We report that CD44+/CD24-/low tumorigenic breast cancer cells were intrinsically chemoresistant ─ chemotherapy led to increased CD44+/CD24-/low cells, increased self-renewal capacity on MS assays, and enhanced tumorigeneicity in immunocompromised SCID/Beige mice. Conversely, in patients with HER2 overexpressing tumors, the EGFR/HER2 tyrosine kinase inhibitor, lapatinib decreased CD44+/CD24-/low cells, with the majority of these patients after conventional therapy achieving pathologic complete response, a validated surrogate marker for long-term survival. Gene transcription pathways that underlie chemoresistant, MS-forming CD44+/CD24-/low cells involve genes belonging to stem cell self-renewal, Wnt signaling, and early development pathways. Keywords: two group comparison",Gene expression data from cancer mammospheres and bulk tumors,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7515/,,,,,Breast Cancer,,GSE7515,978,26,1,0.733333333
GSE75316,mRNA from 59 primary colorectal tumour samples were extracted and hybridized to HG-U133Plus 2.0 expression arrays. Mutation status for several genes were determined using Sanger sequencing.,Expression data for 59 primary tumors from patients with colorectal cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75316/,,,,,Colorectal Cancer,,GSE75316,978,59,3,0.526315789
GSE76124,"Recent meta-analyses suggest triple-negative breast cancer (TNBC) is a heterogenous disease. In this study we sought to define these TNBC subtypes and identify subtype-specific markers and targets. We identified and confirmed four distinct, stable TNBC subtypes: (1) Luminal-AR (LAR); 2) Mesenchymal (MES); 3) Basal-Like Immune-Suppressed (BLIS), and 4) Basal-Like Immune-Activated (BLIA).",Comprehensive genomic analysis identify novel subtypes and targets of triple-negative breast cancer (198 TNBC tumors),570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76124/,,,,,Breast Cancer,,GSE76124,978,198,2,0.223529412
